Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
,,2212,,,24914778.62382,355386073.5730487,0.0701062322823374
,,6111,,,1266799.8883099998,18170058.9847983,0.06971908508221401
,,4583,,,316668.80764,4557111.131533076,0.06948893685054114
,,4582,,,179872.47501999998,2645887.085363494,0.06798191654323335
,,4581,,,1266381.20807,18910334.575876202,0.06696767859863859
,,3259,,,25373003.543446,388302643.1988246,0.06534337066166745
,,2211,,,413100003.51540196,6409593632.817411,0.0644502642726539
,,4812,,,9320787.288954,146271739.73786247,0.06372240670452156
,,5419,,,232065475.83666968,3670343184.9544673,0.06322718725266792
,,4832,,,818159.7837277999,13144120.153055955,0.06224530620542
,,6216,,,839747.666025088,13666690.098005995,0.06144484582610162
,,3221,,,33817586.143207,550851621.1377746,0.06139146159424448
Downstream,"9. Dealers, Maintenance, & Repair",8111,Automotive Repair and Maintenance,31210.0,87381090.23841365,1457309619.853268,0.059960552684207066
,,2121,,,875520.294505,15422315.025900375,0.05676970630120337
,,5221,,,387596827.56081635,7082278408.848329,0.05472770275121741
,,4244,,,67200126.737555,1286070556.0524948,0.0522522861761342
,,3331,,,1922149.83127706,36794029.53843138,0.052240807962318274
,,2381,,,17997770.660302,345048902.2694448,0.05216005772494167
,,2373,,,7906357.824143999,151604497.1692526,0.05215120904571367
,,5324,,,110784182.38858773,2162331472.794923,0.05123367244217815
OEM,6. Engineering & Design,5414,Industrial design,10160.0,39472738.277416006,770646064.4101813,0.05122032032646103
,,2371,,,10159452.218481,199354586.52134094,0.05096171799083955
,,5242,,,514440523.1524341,10233300930.51601,0.05027122007312001
,,5321,,,43865437.70309,873671849.735769,0.050208139035676315
,,2382,,,54716600.056590006,1098116100.1730437,0.04982770041161188
,,2383,,,21101929.892898,424179628.1504314,0.04974762693085863
,,2362,,,20356078.02025,409693462.5193247,0.04968611872660728
,,2389,,,20960974.61826,427510763.8876,0.04903028505680153
,,5612,,,15141026.346992001,309137460.70970446,0.048978296943475844
,,6112,,,196070.40359,4006561.2861408293,0.04893732794459697
,,o|OO,,,2603688.2274416,53984269.73320635,0.04823049826012635
,,2379,,,1942715.0355800001,40485318.041524254,0.04798566812757729
,,3333,,,3579836.26941,75121273.74225622,0.0476540943873309
,,6242,,,9293.8542762,197563.160721443,0.04704244577917035
,,3241,,,105511286.37260309,2251856311.9088063,0.046855248185513884
,,vl|1,,,6261246641.1223955,134075856340.33255,0.04669928510640356
,,2361,,,19776217.61033,424411380.5552155,0.04659681270671566
OEM,6. Engineering & Design,5413,"Architectural, Engineering, and Related Services",87100.0,204964611.3788492,4423533703.688539,0.04633504006264056
,,6222,,,115789.7538,2524056.304711027,0.04587447339581297
,,3211,,,31467788.906724993,691865267.6919332,0.04548253883548994
